course_id,courses_title,courses_description,category,sub_category
516,Pathways Action Plan – Business & Finance (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Business & Finance.",Custom Career Pathway,Action Plan (LBUSD)
530,Pathways Action Plan – Business & Finance (VUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Business & Finance.",Custom Career Pathway,Action Plan (VUSD)
517,"Pathways Action Plan – Education, Child Development, & Family Services (LBUSD)","In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in ECD, & Family Services.",Custom Career Pathway,Action Plan (LBUSD)
518,Pathways Action Plan – Energy & Utilities (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Energy & Utilities",Custom Career Pathway,Action Plan (LBUSD)
519,Pathways Action Plan – Engineering & Design (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Engineering & Design",Custom Career Pathway,Action Plan (LBUSD)
531,Pathways Action Plan – Engineering & Design (VUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Engineering & Design",Custom Career Pathway,Action Plan (VUSD)
520,Pathways Action Plan – Health Science & Medical Technology (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Health Science & Medical Technology",Custom Career Pathway,Action Plan (LBUSD)
532,Pathways Action Plan – Health Science & Medical Technology (VUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Health Science & Medical Technology",Custom Career Pathway,Action Plan (VUSD)
521,"Pathways Action Plan – Hospitality, Tourism, & Recreation (LBUSD)","In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Hospitality, Tourism, & Recreation",Custom Career Pathway,Action Plan (LBUSD)
533,"Pathways Action Plan – Hospitality, Tourism, & Recreation (VUSD)","In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Hospitality, Tourism, & Recreation",Custom Career Pathway,Action Plan (VUSD)
522,Pathways Action Plan – Information Technology (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Information Technology",Custom Career Pathway,Action Plan (LBUSD)
534,Pathways Action Plan – Information Technology (VUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Information Technology",Custom Career Pathway,Action Plan (VUSD)
523,Pathways Action Plan – Manufacturing & Product Development (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Manufacturing & Product Development",Custom Career Pathway,Action Plan (LBUSD)
535,Pathways Action Plan – Manufacturing & Product Development (VUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Manufacturing & Product Development",Custom Career Pathway,Action Plan (VUSD)
524,"Pathways Action Plan – Marketing, Sales & Service (LBUSD)","In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Marketing, Sales & Service",Custom Career Pathway,Action Plan (LBUSD)
536,"Pathways Action Plan – Marketing, Sales & Service (VUSD)","In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Marketing, Sales & Service",Custom Career Pathway,Action Plan (VUSD)
525,Pathways Action Plan – Public Services (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Public Services",Custom Career Pathway,Action Plan (LBUSD)
526,Pathways Action Plan – Transportation (LBUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Transportation",Custom Career Pathway,Action Plan (LBUSD)
537,Pathways Action Plan – Transportation (VUSD),"In this Action Plan segment, students will explore career possibilities with levels of education, and consider activities they can start right away to further prepare for a successful career in Transportation",Custom Career Pathway,Action Plan (VUSD)
465,Pathways Quick Selection Assessment,"If your not sure which Pathway to start with, take this collection of exploration quiz's to narrow the search for pathway industries you may enjoy.",Career Pathways,Introduction
732,Pattern Seeking,"At the end of this lesson, you will understand:

• What pattern seeking is;
• What inattentional blindness is and how it affects your ability to detect patterns;
• The value of pattern seeking in problem solving and innovation;
• The importance in finding balance in your level of focus",Social & Emotional Learning,Global Awareness
763,Pediatrician,"Pediatricians focus on the medical care of infants, children, and adolescents by diagnosing, treating, and preventing diseases and injuries.",Career Dives,Health Science & Medical Technology
647,Personal Development,"At the end of this lesson, you will understand:

• What personal development is about;
• The series of needs people must meet to develop to their full potential;
• How personal development is both the same and different for everybody",Social & Emotional Learning,Self-Awareness
29,Personal Life Situations,"You have written an impressive resume, done your company research, prepared for a confident interview…and successfully landed the job!  Now what?",Work Skills,Professional Development
727,Perspective,"At the end of this lesson, you will understand:

• What perspectives are and how they differ across people;
• The role of perspectives in your understanding of the world and the choices you make;
• What moral relativism & realism are, & the importance of considering both when faced with differing perspectives;
• The importance of considering multiple perspectives to reach the truth",Social & Emotional Learning,Self-Management
769,Pharmacist,"Pharmacists dispense prescription medications to patients and offer expertise in the safe use of prescriptions. They also may conduct health and wellness screenings, provide immunizations, oversee the medications given to patients, and provide advice on healthy lifestyles.",Career Dives,Health Science & Medical Technology
765,Pharmacy Technician,Pharmacy technicians help pharmacists dispense prescription medication to customers or health professionals.,Career Dives,Health Science & Medical Technology
770,Physical Therapist,"Physical therapists, sometimes called PTs, help injured or ill people improve their movement and manage their pain. These therapists are often an important part of the rehabilitation, treatment, and prevention of patients with chronic conditions, illnesses, or injuries.",Career Dives,Health Science & Medical Technology
766,Physician,"A physician is concerned with promoting, maintaining, or restoring health through the study, diagnosis, and treatment of disease, injury, and other physical and mental impairments.",Career Dives,Health Science & Medical Technology
775,Physician Assistant,A physician assistant is a healthcare professional who practices medicine as a part of a healthcare team with collaborating physicians and other providers.,Career Dives,Health Science & Medical Technology
4303,"Ping, Ring, or Gather","This lesson explores how to choose the right communication method—whether it’s a phone call, an online meeting, or an in-person discussion—to keep things clear, efficient, and productive.

Distinguish between different communication methods (email, phone call, online meeting, in-person) and when to use each.

Recognize how communication choices impact clarity and efficiency in workplace interactions.

Apply practical guidelines to improve workplace communication.",Workforce Essentials,Phase 2: Work Basics
2389,Plagiarism,"This lesson plan explores the concept of plagiarism. It delves into the importance of acknowledging original sources and the repercussions of plagiarism, offering practical strategies for quoting, paraphrasing, and summarizing information.

Learning Rubric
Beginner: Learners will be able to define what plagiarism is.
Applying: Learners will be able to avoid plagiarism using appropriate writing strategies.
Exemplary: Learners will be able to avoid plagiarism through writing strategies and citation.",Core Skills,Language
827,Plant Science Careers,Learners will explore some of the possible career choices within the agriculture industry. Learners will be able to identify careers within the agriculture industry that they may be interested in.,Career Dives,Agriculture
2257,Post-Internship Reflection,"Learners are guided on how to analyze their internship, reflecting on the positives, areas for improvement, and key takeaways to apply in their future professional endeavors. 

Learning Rubric
Beginning: Learners will understand the importance of reflection.
Applying: Learners will be able to reflect on their internship experience, i.e., likes, changes, takeaways.
Exemplary: Learners will utilize the reflection process across different experiences.",Work Skills,Work-Based Learning
661,Post-Online Journaling,Post-lesson for online journaling for WBL internships.,Resources,Education
662,Pre-Online Journaling,Pre-lesson for online journaling for WBL internships.,Resources,Education
1127,Preparing for an Interview,"First impressions. In this lesson, let’s show you how to give a good one. We’ll cover some questions and I’ll give you some tips for answering them. Both the good way and the bad way.",Work Skills,Preparation
862,"Preparing for the Workplace - Internships, Pre-Apprenticeships, First Job","In this lesson, we’ll provide tips on how to work with people and how to manage your projects and time whether you’re in a full-time or part-time job; or in an internship or pre-apprenticeship.",Work Skills,Work-Based Learning
838,Prevención del Acoso Sexual,El propósito de esta capacitación es ayudarlo a usted y a otros a identificar y prevenir el acoso y la discriminación en el lugar de trabajo.,Resources,Workforce
3913,Problem Solving Process,"In this lesson, participants will learn a structured approach to using research for problem solving. It will cover identifying problems, gathering and analyzing information, generating solutions, and implementing and reflecting on these solutions.

Learner Rubric:

Identify and define a problem clearly and pinpoint a specific issue and articulate it in clear terms.
Gather and analyze relevant information to generate potential solutions.  Implement, evaluate solutions, and use metrics to measure its success.",Workforce Essentials,Phase 4: Professional Application
1729,Produce,"Produce is an element of Madera Unified's Graduate Profile. In this lesson, participants will learn about producing and what it takes to produce something by setting a goal, creating milestones, setting deadlines, and persevering through challenges.

Beginning: Learners will be able to define what produce is.
Applying: Learners will be able to define a production process.
Exemplary: Learners will be able to apply the production process across a variety of places and problems.",Social & Emotional Learning,Self-Management
870,Professional Office Cleaning,"One of the most obvious reasons for cleaning an office is to reduce the risk of illnesses. Common office objects are hotspots for germs to build up on. So having a daily cleaning and disinfecting routine can greatly diminish the risk of illnesses spreading. In this lesson, we’ll cover a variety of office cleaning processes like dusting, vacuuming, spot cleaning, and sink cleaning.",Workplace Skills,Custodial
677,Public Service,You will learn how the public service industry sector impacts our community and the world as a whole.  This lesson will cover a short history and show examples of what the public service industry sector provides the world.,Industry Exploration,Industries
741,Public Service (MUSD),Local spotlight lessons on Madera Unified School District Pathways.,Local Paths,Madera Unified School District
3914,Punctuality,"Learners will discover the importance of punctuality in the workplace and how it impacts professionalism and team dynamics. They will learn techniques to improve their punctuality, such as planning ahead and accounting for delays. Learners will be equipped to consistently manage their time effectively and be on time.

Learner Rubric:

Define what it means to be punctual in the workplace. 
Learn practical ways to be more punctual 
Understand how being punctual can impact team dynamics and growth opportunities",Workforce Essentials,Phase 1: Must Haves
729,Purpose,"At the end of this lesson, you will understand:

• What purpose means;
• How to examine your life & the value of doing this;
• The relationship between purpose, motivation, & happiness;
• How hard work & goals are related to purpose",Social & Emotional Learning,Self-Awareness
813,Purpose (Up Skills),"We exist currently because by definition, we are living in this moment, talking to each other right now. But, what’s the point of existing right now? Is there any purpose to existence at all? To life?",Up Skills,Self-Awareness
806,Quality Management Analyst,"A Quality Management Analyst is responsible for supporting the direction, coordination, and implementation of the Quality Management program. This includes reporting and coordination, aimed at improving Quality of Care and Quality of Service.  Management and analysis of quality data, and preparation of quality reports. A Quality Management Analyst provides staff support to the Quality Management Committee and Clinical/Medical Leadership in matters of Quality Improvement and Management.",Career Dives,Health Science & Medical Technology
1169,¿Qué es A-G?,"En esta lección, repasaremos cuáles son los requisitos A-G. Y los cubriremos de una manera interactiva. Podrá verificar el progreso de su estudiante y ayudarlo a mantenerse al día para completar los requisitos A-G.",Academic Planning,A-G Requirements
1237,¿Qué es una Transcripción?,"¿Cómo sabes si vas a graduarte a tiempo? Para saber esto, cubramos brevemente los requisitos de graduación y luego cómo monitorear su progreso usando una transcripción.

Su transcripción es un documento que proporciona un historial completo y un registro de sus clases, calificaciones, los créditos que obtuvo para cada clase y cuándo completó cada clase. Además, proporciona otra información, como puntajes de exámenes estandarizados y cualquier honor que haya recibido.

En esta lección, profundizaremos en qué es esta transcripción y cómo puedes leer la tuya.",Academic Planning,A-G Requirements
1597,Quest Assessment,"Not your traditional career assessment. It doesn't have 100, 70, 30, or even 10 questions. None of it is dichotomous (yes or no). It won't ask you to rate things from 1 to 5. It won't take you 60, 45, or 30 minutes to complete.

It's short, only 7 questions.
It's quick, averaging 15 minutes.
It asks for your opinion, thoughts, and voice... all open ended.
The result?
Take it for yourself and find out. ;)",Industry Exploration,Introduction
774,Radiology Tech,"The acquisition of medical images is usually carried out by the radiographer, often known as a Radiologic Technologist. Depending on location, the Diagnostic Radiologist, or Reporting Radiographer, then interprets or ""reads"" the images and produces a report of their findings and impression or diagnosis.",Career Dives,Health Science & Medical Technology
728,Reflection,"At the end of this lesson, you will understand:

• What introspection is & the value of practicing this;
• How accurately people tend to predict their own behavior;
• How to get better at predicting your behavior & ensuring it's aligned with your values & attitudes",Social & Emotional Learning,Self-Awareness
800,Registered Nurse,"A registered nurse promotes and restores patients' health by completing the nursing process; collaborating with physicians and multidisciplinary team members; providing physical and psychological support to patients, friends, and families; supervising assigned team members.",Career Dives,Health Science & Medical Technology
854,Research Design,"Instructors:
Amber Shaver and Spencer Irish

In this course we will cover three research design methods and how research is conducted. We will review variables, statistical relationships, and how to conduct each type of research.",Core Skills,Social Science
648,Resilience,"At the end of this lesson, you will understand:

• What resilience means & characteristics of resilient people;
• The relationship between resilience, hard work, accountability, & success;
• The difference between fixed & growth mindsets, & their connection to resilience & success;
• How to become more resilient & develop a growth mindset",Social & Emotional Learning,Self-Awareness
1337,Respect,"In this lesson, learners will learn what respect is, go over the importance of respect, and how to identify it for themselves and others.

Learning Rubric
Developing: Ability to define respect.
Applying: Ability to provide examples of respect or identify what is disrespectful.
Exemplary: Ability to work with others to define respectful and disrespectful behaviors.

Worksheet
drive.google.com/file/d/1Eiz63-7coOyKslwosXqgXH380b5hApLN/view",Social & Emotional Learning,Self-Awareness
867,Restroom Cleaning,"Doors, walls, partitions, sinks, urinals, and toilet bowls. Of all the things to clean, the restroom cleaning is one of the most important jobs of the custodial staff. In this lesson, we’ll cover the equipment and process you need for a fully cleaned restroom.",Workplace Skills,Custodial
58,Resumes - Action Plan,"In your job search, you may think that an interview is your first chance to make a good impression on a potential employer.  But the hiring manager’s perception of you is actually started in the way you apply for the job.  Your resume and cover letter are an introduction that plays a big part in determining whether you will advance in the selection process.",Work Skills,Resume
112,Resumes - Action Plan - Español,"En su búsqueda de empleo, usted puede pensar que una entrevista es su primera oportunidad para causar una buena impresión en un potencial empleador. Pero la percepción que el director de recursos humanos de que se inicia realmente en la forma de aplicar para el trabajo. Su curriculum vitae y carta de presentación son una introducción que juega un papel importante en la determinación de si va a avanzar en el proceso de selección.",Work Skills,Resume
129,Resumes - Introduction,"In your job search, you may think that an interview is your first chance to make a good impression on a potential employer.  But the hiring manager’s perception of you is actually started in the way you apply for the job.  Your resume and cover letter are an introduction that plays a big part in determining whether you will advance in the selection process.",Work Skills,Resume
119,Resumes - Introduction - Español,"En su búsqueda de empleo, usted puede pensar que una entrevista es su primera oportunidad para causar una buena impresión en un potencial empleador. Pero la percepción que el director de recursos humanos de que se inicia realmente en la forma de aplicar para el trabajo. Su curriculum vitae y carta de presentación son una introducción que juega un papel importante en la determinación de si va a avanzar en el proceso de selección.",Work Skills,Resume
832,Robotics & Mechanisms,"Students will be introduced to the concept of mechanisms. They will discuss the meaning and application of speed, torque, gear ratio, and types of movement of mechanisms. Students will learn the inverse relationship between speed and torque and the difference between input and output movements. The types of movements students need to identify are oscillating, rotary, linear, and reciprocating. They will also be able to classify the drive and driven parts of gears as well as the difference between revolution and rotation.",Core Skills,Engineering
1465,Self-Advocacy,"In this lesson, participants will learn how to build up their self-advocacy skills, ways to be an advocate, and how to communicate and approach people in a respectful and effective way.

Worksheet
https://drive.google.com/file/d/1vJW9O5kLQyyhET9MftQzFHmy5Rmh8DL4/view

Learning Rubric
Developing: Ability to define self-advocacy. 
Applying: Ability to identify how to self-advocate.
Exemplary: Ability to apply self-advocacy strategies to identify a problem and get help.",Social & Emotional Learning,Self-Management
1862,Self-Advocacy at Work,"Participants will learn to advocate for their needs in the workplace.  They will learn about how to assess a problem and be prepared to solve it with clear communication.

Learning Rubric
Beginner: Learners will be able to define what self-advocacy is and how it plays out in the workplace.
Applying: Learners will be able to identify examples of things that may require self-advocacy at work, and begin laying out steps they could take.
Exemplary: Learners will be able to advocate for themselves at work and encourage others to do the same.",Up Skills,Self-Management
646,Self-Awareness,"At the end of this lesson, you will understand:

• What self-awareness is;
• The importance of having self-awareness;
• What agency is & how it's related to self-awareness",Social & Emotional Learning,Self-Awareness
814,Self-Awareness (Up Skills),This lesson will cover how self-awareness is often understood as knowing your strengths and weaknesses. Many people identify their skills by exploring and placing themselves in different situations.,Up Skills,Self-Awareness
651,Self-Control,"At the end of this lesson, you will understand:

• What it means to have self-control;
• Why it's important to practice self-control;
• How to improve your self-control",Social & Emotional Learning,Self-Awareness
815,Self-Control (Up Skills),This lesson will cover how self-control is about considering the consequences before acting and making choices.,Up Skills,Self-Awareness
4831,Self-Expression,"In this lesson, students will explore creative and healthy ways to express themselves, understand why it matters, and practice using music and storytelling as tools to be seen and heard.

Learners Rubric
Understand what self-expression is and why it’s important for emotional and mental well-being.

Explore creative, non-harmful ways to communicate thoughts, feelings, and personal experiences.

Practice self-expression through a personalized mixtape or creative media project.",Life Ready Skills,Self Expression and Identity
1399,Self-Love,"In this lesson, participants will go over what self-love is, how to start practicing it, and how to build a healthy internal voice.

Worksheet
https://drive.google.com/file/d/1XFYTdPHhCevsUqM446qfQ0a5Yf-G4luA/view

Learning Rubric
Developing: Ability to define self-love.
Applying: Ability to write a self-love letter or practice a similar activity.
Exemplary: Ability to practice self-love rules and teach someone else self-love.",Social & Emotional Learning,Self-Awareness
3915,Self-Management and Control,"Learners will develop skills to manage time, emotions, and stress, boosting focus, professionalism, and workplace efficiency.

Learner Rubric:

Recognize the role of self-management and emotional control in maintaining professionalism and productivity.
Demonstrate prioritization, stress management, and emotional regulation through practical exercises.
Apply self-management strategies to enhance decision-making, handle challenges, and maintain focus.",Workforce Essentials,Phase 2: Work Basics
1631,SEL for Educators,"In this lesson, educators will learn about social and emotional competencies, the importance of learning it, and how it applies to their work.

Learning Rubric
Beginning: Educators will understand the importance of SEL. 
Applying: Educators will be able to connect SEL to their current work. 
Exemplary: Educators will be able to advocate for SEL and help others connect SEL to their work.",Social & Emotional Learning,Global Awareness
4039,Self-Paced Research Questionnaire,Self-Paced Research Questionnaire for Workforce Essentials,Workforce Essentials,Phase 4: Professional Application
1338,Self-Regulation,"Learners will understand the purpose of negative and positive emotions, how to identify them, and why it's important to recognize how they affect behavior and thinking.

Learning Rubric
Beginning:  Ability to define what self-regulation is.
Developing: Ability to stay open to pleasant and unpleasant feelings. 
Exemplary: Ability to manage emotions by accepting, recognizing, and moderating them.

Worksheet
https://drive.google.com/file/d/1XXGj4LB0QeT1gaZkkHPionOLnkymPtxG/view",Social & Emotional Learning,Self-Management
731,Self-Regulation: Virtue,"At the end of this lesson, you will understand:

• What self-regulation is;
• How self-regulation is related to virtue & happiness;
• The importance of having balance in habits & behaviors;
• How to practice and improve your ability to self-regulate",Social & Emotional Learning,Self-Management
295,Setting Realistic Goals,"When it comes to searching for a new career and applying for open jobs, it is important that you set realistic goals.",Work Skills,Job Search
836,Sexual Harassment Prevention,The purpose of this training is to help you and others identify and prevent harassment and discrimination in the workplace.,Resources,Workforce
466,SMART Goals,"Setting goals is important because it will help you stay focused and keep you motivated as you continue to plan for life after high school. Here are a few guidelines called SMART Goals, which will help you develop these goals.",Life After High School,Smart Goals
730,Social Awareness,"At the end of this lesson, you will understand:

• What makes up social awareness;
• The value of being socially aware;
• The importance of practicing social awareness;
• How to practice social awareness",Social & Emotional Learning,Social Awareness
3916,Solving Problems like a Sleuth,"In this lesson participants will understand how to effectively identify problems in their workplace and start thinking about and coming up with solutions.

Learner Rubric

Clearly define what a problem is.
Explain the process of identifying and analyzing problems.
Apply the problem identification and analysis process to real workplace scenarios and develop feasible solutions.",Workforce Essentials,Phase 4: Professional Application
773,Speech Language Pathologist,"Speech Language Pathologist specialize in the evaluation, diagnosis, and treatment of communication disorders, cognitive-communication disorders, voice disorders, and swallowing disorders, and play an important role in the diagnosis and treatment of autism spectrum disorder.",Career Dives,Health Science & Medical Technology
801,Staff Clinical Laboratory Scientist,"Staff Clinical Laboratory Scientists analyze body fluids, tissue, and other substances to determine normal or abnormal findings. Operating sophisticated equipment and instruments to identify the results.",Career Dives,Health Science & Medical Technology
837,Stage & Film Etiquette,Learners will understand theme development and different acting techniques.,Core Skills,Art
853,Starting Any Meeting,"In this lesson, participants will learn a quick way to structure and communicate a meeting. The goal of this lesson is to learn about GOATRACE, a tool to help set clear expectations going in and coming out of any meeting you facilitate.",Up Skills,Social-Awareness
4600,Strengthening Connections for Well-Being,"In this lesson, learners will explore simple daily habits to strengthen their social well-being by building connections, maintaining relationships and creating a sense of belonging through small, consistent actions.

Learner Rubric:
Define and recognize what social well being is and  that relationships need daily care to stay strong.

Identify key habits—appreciation, check-ins, and consistent effort—that maintain social well-being.

Apply these habits to strengthen connections and build a reliable support system.",Life Ready Skills,Well Being and Decision Making
1003,Stress Management,"Our physical and mental health are prone to wear and tear. If we're not managing the stress, the stress will manage us. Stress is a natural part of life. In small exposures, it keeps us on our toes, gets us motivated and moving, and pushes us to take action to address the root of the stress, that’s right in front of us.",Social & Emotional Learning,Self-Management
687,S.T.R.O.N.G. Academy,Summary of the S T R O N G Academy at VUSD.,Local Paths,Visalia Unified School District
2356,Substance Abuse,"This lesson focuses on understanding substance abuse, recognizing warning signs, resisting peer pressure, and setting personal boundaries.

Beginner: Learners will be able to identify key warning signs of substance abuse. 
Applying: Learners will be able to effectively apply strategies for resisting peer pressure.
Exemplary: Learners will be able to create and articulate personal boundaries to prevent substance abuse.",Resources,Education
847,Suicide Prevention,"The purpose of this lesson is to help learners understand what suicide is and isn't, what the risk factors and warning signs are, and how to prevent suicide. Resources are also provided in this lesson.",Social & Emotional Learning,Self-Management
640,Systems Collaboration,"At the end of this lesson, you will understand:

• What a system is;
• How multiple systems can address the same idea;
• What systems collaboration is & the advantages of using it;
• How to use systems collaboration",Social & Emotional Learning,Ethical Decision Maker
638,Systems Thinking,"At the end of this lesson, you will understand:

• What a system is;
• What systems thinking is;
• The value of using systems thinking for problem solving;
• How to identify systems and their parts",Social & Emotional Learning,Self-Management
654,Teamwork,"At the end of this lesson, you will understand:

• The purpose of teamwork & why it's important;
• The relationship between collaboration & non-zero-sum games;
• How to think about relationships to grow your teamwork skills",Social & Emotional Learning,Relationship Skills
52,Teamwork & Attitude,"You have written an impressive resume, done your company research, prepared for a confident interview…and successfully landed the job!  Now what?",Work Skills,Professional Development
469,Tell Me About Yourself – Do’s & Don’ts (Experienced),"“Tell me About Yourself” is the most common job interview request.  It may be used as a warm-up question, to help you feel comfortable and get you talking about a topic you know a lot about - yourself.",Work Skills,Interviewing Questions (Experienced)
416,Tell Me About Yourself (Inexperienced),"Tell Me About Yourself” is the most common job interview request, and will probably be the first thing the interviewer asks you.",Work Skills,Interviewing Questions (Inexperienced)
627,Tell Me About Yourself - Your Answer (Experienced),"Create your personalized answer to the most common interview question, ""tell me about yourelf"".",Work Skills,Interviewing Questions (Experienced)
811,Tenacity,"At the end of this lesson, you will understand:

• What it means to have tenacity & why it's valuable;
• How certain attitudes, decisions, & values are related to tenacity and attaining your goals;
• How to be strategically persistent;
• The value of social backing",Social & Emotional Learning,Self-Management
4864,test by harsha,testbyharsha,Soft Skills,Self-Care
4897,testforfcguide,test for fc guide,_IMAGO Academy,Operations
4501,The Intertribal Court of Southern California,"In this lesson, participants will learn about the role and structure of the Intertribal Court of Southern California, how it supports multiple tribes through shared resources and culturally informed justice, and how it reinforces tribal sovereignty by upholding each tribe’s unique laws and self-governance within their reservation boundaries.",Resources,Community
4468,The Intertribal Court Process,"In this lesson, participants will learn about how the Intertribal Court of Southern California supports tribal sovereignty by providing fair, civil judicial services for multiple tribes, how tribal laws are enforced on reservation lands, and what happens when someone receives a citation and goes through the tribal court process.",Resources,Community
1663,Think,"Think is an element of Madera Unified's Graduate Profile. In this lesson, participants will learn about thinking, the process of thinking, and how it can be applied to come up with ideas.

Beginning: Learners will be able to define what thinking is.
Applying: Learners will be able to define a process of thinking.
Exemplary: Learners will be able to apply the process of thinking across a variety of places and problems.",Social & Emotional Learning,Ethical Decision Maker
4732,Thinking Creatively,"In this lesson, students will explore what creativity really means and how it can help them solve problems, generate new ideas, and imagine new possibilities for their future. They'll learn that creativity isn’t just about art; it’s about thinking in fresh, flexible ways.
Learner Rubric: 
Define creativity and recognize it as a skill used to generate new ideas and solve problems.
Practice flexible thinking by generating multiple creative ideas in response to prompts and challenges.
Apply creative thinking to imagine and design possibilities",Life Ready Skills,Self Expression and Identity
3742,Time Management,"In this lesson, learners will understand the importance of time management and prioritization, learn how to effectively prioritize tasks, and apply time management techniques to enhance productivity.

Learning Rubric:

Identify key concepts of time management and prioritization. 
Prioritize tasks using the Eisenhower Matrix and implement timeboxing techniques.
Consistently manage and prioritize tasks to achieve professional goals efficiently and reduce stress.",Workforce Essentials,Phase 2: Work Basics
977,Time Management for Adults,"In this lesson, we’ll cover the challenges of time management, and some time management strategies you can start immediately.",Family Wellness,For Adults
1247,Transcripts Yog Dab Tsi?,"How do you know if you’re going to graduate on time? To know this, let’s briefly cover graduation requirements and then how to monitor your progress using a transcript.

Koj yuav ua li cas koj thiaj paub tias koj yuav kawm tiav raws sijhawm? Yog koj xav paub qhov no, cia peb tham me ntsis txog cov chav uas koj yuav tsum kawm kom tiav thiab seb koj yuav ua li cas koj thiaj los mus taug tau txoj kev kawm ntawv. Peb yuav siv daim ntawv qhia qhab nias thiab chav kawm hu ua daim transcript.",Academic Planning,Graduation Requirements
2059,Transition to Middle School,"This lesson will prepare learners for the transition from elementary to middle school. It covers anticipating changes, setting personal goals, exploring new interests, making friends, and understanding the logistics of middle school.

Learning Rubric
Beginner: Learners will be more aware of what to expect in middle school.
Applying: Learners will be able to identify ways to transition smoothly into middle school.
Exemplary: Learners will be able to make a transition plan to middle school by identifying goals and how to achieve them.",Academic Planning,Planning
678,Transportation,You will learn how the transportation industry sector impacts our community and the world as a whole.  This lesson will cover a short history and show examples of what the transportation industry sector provides the world.,Industry Exploration,Industries
1202,Transportation (MUSD),"In this pathway, students engage in learning that focus on the Automotive-Transportation industry. Students learn about topics like applying math to solve automotive problems, vehicle systems and repair, how to use electric and mechanical tools, and be certified and prepared for the Automotive-Transportation industry.",Local Paths,Madera Unified School District
756,Transportation (PRJUSD),Local spotlight lessons on Paso Robles Joint Unified School District Pathways.,Local Paths,Paso Robles Joint Unified School District
776,Ultrasound Technician,"An Ultrasound Technicians are healthcare professionals, who specialise in the use of ultrasonic imaging devices to produce diagnostic images, scans, videos, or 3D volumes of anatomy and diagnostic data.",Career Dives,Health Science & Medical Technology
1829,Unconscious Bias at Work,"Learners will explore unconscious bias in the workplace with explanations of various biases, hands-on group activities, and actionable strategies to promote self-awareness, fairness, and inclusivity in professional environments.

Learning Rubric
Beginning: Learners will be able to define what unconscious bias is.
Developing: Learners will be able to identify unconscious biases in real world settings.
Exemplary: Learners will be able to provide solutions to unconscious biases in different environments.",Up Skills,Self-Awareness
808,Upskills: Systems Thinking,"This lesson will cover how to break down the various parts, actions or steps that create a system in order to understand that adjusting one element or action might adjust the outcome.",Up Skills,Self-Management
2488,Using Chatbots,"This lesson explores the use of chatbots, focusing on their capabilities, limitations, and the implications of relying on AI for information and creativity.

Beginner: Identify AI chatbots, understand their basic functions, and recognize their limitations.
Applying: Be able to critically evaluate AI-generated information and use chatbots for basic tasks under supervision.
Exemplary: Be able to use AI to accelerate learning and engage in discussions about AI's ethical and practical implications.",Tech Skills,Software
4072,V2 Test Dalia Assessment 01,Test Assessment created by V2,Archive,Other
3973,V2 Test Post Assessment 01,Test Assessment created by V2,Archive,Other
3940,V2 Test Pre Assessment 01,Test Assessment created by V2,Archive,Other
650,Values & Attitudes,"At the end of this lesson, you will understand:

• What values are and how they're related to your attitudes;
• What a moral dilemma is;
• The connection between values, attitudes, environment, & behavior;
• How to use values to guide your decisions and behavior",Social & Emotional Learning,Ethical Decision Maker
3917,Verbal Communication,"Learners will explore verbal interactions, including phone calls, meetings, online communication, and presentations. They will adapt tone, language, and approach to ensure clarity, professionalism, and confidence.

Learner Rubric:

Identify workplace verbal communication types and their purposes.
Adjust communication styles for different scenarios.
Understand how clear verbal communication enhances professionalism and cohesion.",Archive,Other
